Report.Number,Date.of.Occurrence,Time.of.Occurrence,City,Crime,Victim.Age,Victim.Gender,Severity,Latitude,Longitude
300,13-01-2020,4.57,Nagpur,ROBBERY,55,F,3,21.1498134,79.0820556
301,13-01-2020,8.43,Jaipur,IDENTITY THEFT,64,M,1,26.9154576,75.8189817
302,13-01-2020,0.49,Chennai,ARSON,59,F,3,13.0836939,80.270186
303,13-01-2020,21.22,Kanpur,DOMESTIC VIOLENCE,12,F,3,26.4609135,80.3217588
304,13-01-2020,20.23,Kalyan,PUBLIC INTOXICATION,30,F,1,19.2396742,73.1366482
305,13-01-2020,16.47,Pune,TRAFFIC VIOLATION,13,F,1,18.5213738,73.8545071
306,13-01-2020,7.31,Faridabad,FIREARM OFFENSE,27,M,2,28.4031478,77.3105561
307,13-01-2020,22.40,Kanpur,TRAFFIC VIOLATION,50,F,1,26.4609135,80.3217588
308,13-01-2020,7.24,Indore,COUNTERFEITING,66,F,2,22.7203616,75.8681996
309,13-01-2020,17.26,Bangalore,SEXUAL ASSAULT,26,M,3,12.9767936,77.590082
310,13-01-2020,16.26,Ahmedabad,DOMESTIC VIOLENCE,35,F,3,23.0215374,72.5800568
311,13-01-2020,16.21,Delhi,DRUG OFFENSE,29,F,2,28.6328027,77.2197713
312,13-01-2020,12.22,Kolkata,ARSON,32,F,3,22.5726459,88.3638953
313,14-01-2020,16.05,Bangalore,DRUG OFFENSE,37,F,2,12.9767936,77.590082
314,14-01-2020,4.12,Bangalore,ASSAULT,18,F,3,12.9767936,77.590082
315,14-01-2020,17.13,Kanpur,BURGLARY,60,M,2,26.4609135,80.3217588
316,14-01-2020,19.05,Delhi,BURGLARY,42,M,2,28.6328027,77.2197713
317,14-01-2020,12.47,Mumbai,DOMESTIC VIOLENCE,42,F,3,19.054999,72.8692035
318,14-01-2020,19.04,Nashik,COUNTERFEITING,67,M,2,20.0112475,73.7902364
319,14-01-2020,13.56,Lucknow,VANDALISM,79,F,1,26.8381,80.9346001
320,14-01-2020,2.59,Bangalore,ARSON,41,M,3,12.9767936,77.590082
321,14-01-2020,17.56,Pune,FRAUD,45,M,2,18.5213738,73.8545071
322,14-01-2020,15.37,Kolkata,TRAFFIC VIOLATION,62,M,1,22.5726459,88.3638953
323,14-01-2020,21.12,Bangalore,ARSON,64,F,3,12.9767936,77.590082
324,14-01-2020,18.59,Mumbai,FRAUD,67,M,2,19.054999,72.8692035
325,14-01-2020,20.43,Bangalore,SHOPLIFTING,67,F,1,12.9767936,77.590082
326,14-01-2020,5.46,Visakhapatnam,VANDALISM,45,F,1,17.6935526,83.2921297
327,14-01-2020,12.44,Patna,ROBBERY,53,F,3,25.6093239,85.1235252
328,14-01-2020,13.02,Bangalore,BURGLARY,68,M,2,12.9767936,77.590082
329,14-01-2020,2.16,Mumbai,ARSON,70,M,3,19.054999,72.8692035
330,14-01-2020,16.31,Surat,DRUG OFFENSE,42,F,2,21.2094892,72.8317058
331,14-01-2020,13.53,Delhi,ARSON,15,F,3,28.6328027,77.2197713
332,14-01-2020,21.22,Delhi,ILLEGAL POSSESSION,57,M,2,28.6328027,77.2197713
333,14-01-2020,7.04,Mumbai,COUNTERFEITING,70,M,2,19.054999,72.8692035
334,14-01-2020,13.22,Hyderabad,VANDALISM,42,M,1,17.360589,78.4740613
335,14-01-2020,21.18,Bangalore,SHOPLIFTING,77,F,1,12.9767936,77.590082
336,14-01-2020,20.02,Ahmedabad,SHOPLIFTING,40,F,1,23.0215374,72.5800568
337,15-01-2020,15.06,Delhi,COUNTERFEITING,53,F,2,28.6328027,77.2197713
338,15-01-2020,6.07,Faridabad,SEXUAL ASSAULT,21,M,3,28.4031478,77.3105561
339,15-01-2020,10.01,Kanpur,DOMESTIC VIOLENCE,64,F,3,26.4609135,80.3217588
340,15-01-2020,17.40,Ahmedabad,PUBLIC INTOXICATION,36,F,1,23.0215374,72.5800568
341,15-01-2020,16.24,Pune,ROBBERY,14,F,3,18.5213738,73.8545071
342,15-01-2020,4.41,Delhi,KIDNAPPING,30,F,3,28.6328027,77.2197713
343,15-01-2020,21.41,Pune,CYBERCRIME,46,M,2,18.5213738,73.8545071
344,15-01-2020,7.58,Ghaziabad,ASSAULT,48,F,3,28.7749966,77.4586967
345,15-01-2020,10.55,Meerut,SEXUAL ASSAULT,60,F,3,29.0018557,77.7679671
346,15-01-2020,4.37,Delhi,BURGLARY,11,M,2,28.6328027,77.2197713
347,15-01-2020,9.08,Mumbai,DOMESTIC VIOLENCE,76,F,3,19.054999,72.8692035
348,15-01-2020,5.33,Delhi,ILLEGAL POSSESSION,55,M,2,28.6328027,77.2197713
349,15-01-2020,9.42,Lucknow,TRAFFIC VIOLATION,17,F,1,26.8381,80.9346001
350,15-01-2020,18.19,Bangalore,PUBLIC INTOXICATION,50,F,1,12.9767936,77.590082
351,15-01-2020,5.48,Pune,VEHICLE - STOLEN,73,F,2,18.5213738,73.8545071
352,15-01-2020,1.58,Mumbai,CYBERCRIME,44,F,2,19.054999,72.8692035
353,15-01-2020,9.30,Delhi,ILLEGAL POSSESSION,64,F,2,28.6328027,77.2197713
354,15-01-2020,5.24,Vasai,EXTORTION,78,F,3,19.3428238,72.805441
355,15-01-2020,0.09,Nashik,HOMICIDE,54,F,3,20.0112475,73.7902364
356,15-01-2020,21.21,Pune,BURGLARY,25,F,2,18.5213738,73.8545071
357,15-01-2020,16.30,Delhi,CYBERCRIME,44,M,2,28.6328027,77.2197713
358,15-01-2020,9.44,Lucknow,DRUG OFFENSE,12,F,2,26.8381,80.9346001
359,15-01-2020,18.11,Lucknow,ASSAULT,31,F,3,26.8381,80.9346001
360,15-01-2020,4.29,Kolkata,BURGLARY,14,F,2,22.5726459,88.3638953
361,16-01-2020,1.07,Meerut,ILLEGAL POSSESSION,14,M,2,29.0018557,77.7679671
362,16-01-2020,16.35,Ludhiana,CYBERCRIME,26,F,2,30.9090157,75.851601
363,16-01-2020,13.30,Jaipur,ILLEGAL POSSESSION,51,F,2,26.9154576,75.8189817
364,16-01-2020,12.08,Nagpur,KIDNAPPING,11,F,3,21.1498134,79.0820556
365,16-01-2020,6.19,Jaipur,IDENTITY THEFT,43,F,1,26.9154576,75.8189817
366,16-01-2020,9.39,Nagpur,FRAUD,69,M,2,21.1498134,79.0820556
367,16-01-2020,8.38,Nashik,ILLEGAL POSSESSION,59,M,2,20.0112475,73.7902364
368,16-01-2020,21.25,Chennai,KIDNAPPING,31,M,3,13.0836939,80.270186
369,16-01-2020,11.57,Indore,ILLEGAL POSSESSION,46,F,2,22.7203616,75.8681996
370,16-01-2020,2.08,Bangalore,COUNTERFEITING,28,M,2,12.9767936,77.590082
371,16-01-2020,8.59,Ghaziabad,EXTORTION,62,F,3,28.7749966,77.4586967
372,16-01-2020,6.35,Delhi,FIREARM OFFENSE,36,F,2,28.6328027,77.2197713
373,16-01-2020,21.32,Delhi,SEXUAL ASSAULT,24,F,3,28.6328027,77.2197713
374,16-01-2020,13.15,Meerut,DOMESTIC VIOLENCE,36,F,3,29.0018557,77.7679671
375,16-01-2020,20.37,Delhi,DRUG OFFENSE,28,F,2,28.6328027,77.2197713
376,16-01-2020,4.29,Lucknow,BURGLARY,29,F,2,26.8381,80.9346001
377,16-01-2020,17.57,Indore,BURGLARY,44,M,2,22.7203616,75.8681996
378,16-01-2020,11.31,Mumbai,BURGLARY,27,F,2,19.054999,72.8692035
379,16-01-2020,0.53,Delhi,DRUG OFFENSE,19,F,2,28.6328027,77.2197713
380,16-01-2020,14.11,Ghaziabad,DRUG OFFENSE,36,F,2,28.7749966,77.4586967
381,16-01-2020,20.42,Surat,IDENTITY THEFT,69,F,1,21.2094892,72.8317058
382,16-01-2020,10.33,Mumbai,IDENTITY THEFT,63,F,1,19.054999,72.8692035
383,16-01-2020,8.06,Kanpur,SEXUAL ASSAULT,38,F,3,26.4609135,80.3217588
384,16-01-2020,2.48,Thane,ILLEGAL POSSESSION,73,F,2,19.1943294,72.9701779
385,17-01-2020,15.49,Pune,COUNTERFEITING,57,M,2,18.5213738,73.8545071
386,17-01-2020,6.21,Mumbai,IDENTITY THEFT,45,F,1,19.054999,72.8692035
387,17-01-2020,23.14,Indore,COUNTERFEITING,13,F,2,22.7203616,75.8681996
388,17-01-2020,1.17,Rajkot,TRAFFIC VIOLATION,59,F,1,22.3053263,70.8028377
389,17-01-2020,6.55,Pune,IDENTITY THEFT,79,F,1,18.5213738,73.8545071
390,17-01-2020,11.59,Nagpur,COUNTERFEITING,19,M,2,21.1498134,79.0820556
391,17-01-2020,7.59,Delhi,COUNTERFEITING,51,F,2,28.6328027,77.2197713
392,17-01-2020,17.42,Delhi,ILLEGAL POSSESSION,54,F,2,28.6328027,77.2197713
393,17-01-2020,13.19,Lucknow,VEHICLE - STOLEN,54,M,2,26.8381,80.9346001
394,17-01-2020,4.19,Mumbai,CYBERCRIME,56,M,2,19.054999,72.8692035
395,17-01-2020,22.19,Ahmedabad,SHOPLIFTING,65,F,1,23.0215374,72.5800568
396,17-01-2020,1.40,Delhi,DOMESTIC VIOLENCE,35,F,3,28.6328027,77.2197713
397,17-01-2020,6.50,Chennai,BURGLARY,69,M,2,13.0836939,80.270186
398,17-01-2020,0.41,Jaipur,ROBBERY,78,F,3,26.9154576,75.8189817
399,17-01-2020,4.02,Kanpur,COUNTERFEITING,19,F,2,26.4609135,80.3217588
400,17-01-2020,9.27,Mumbai,TRAFFIC VIOLATION,67,F,1,19.054999,72.8692035
401,17-01-2020,19.49,Meerut,DRUG OFFENSE,66,F,2,29.0018557,77.7679671
402,17-01-2020,3.18,Agra,BURGLARY,36,F,2,27.1752554,78.0098161
403,17-01-2020,23.02,Kolkata,COUNTERFEITING,52,M,2,22.5726459,88.3638953
404,17-01-2020,15.11,Varanasi,IDENTITY THEFT,77,F,1,25.3356491,83.0076292
405,17-01-2020,0.27,Pune,IDENTITY THEFT,38,F,1,18.5213738,73.8545071
406,17-01-2020,1.42,Srinagar,BURGLARY,14,F,2,34.0747444,74.8204443
407,17-01-2020,12.06,Hyderabad,EXTORTION,69,M,3,17.360589,78.4740613
408,17-01-2020,16.06,Varanasi,DOMESTIC VIOLENCE,52,F,3,25.3356491,83.0076292
409,18-01-2020,11.14,Kanpur,PUBLIC INTOXICATION,72,M,1,26.4609135,80.3217588
410,18-01-2020,10.38,Chennai,SHOPLIFTING,49,F,1,13.0836939,80.270186
411,18-01-2020,21.32,Kolkata,FIREARM OFFENSE,29,M,2,22.5726459,88.3638953
412,18-01-2020,20.04,Mumbai,KIDNAPPING,46,M,3,19.054999,72.8692035
413,18-01-2020,21.47,Bangalore,VEHICLE - STOLEN,60,F,2,12.9767936,77.590082
414,18-01-2020,1.23,Delhi,FRAUD,30,F,2,28.6328027,77.2197713
415,18-01-2020,7.58,Patna,VEHICLE - STOLEN,52,F,2,25.6093239,85.1235252
416,18-01-2020,19.33,Ahmedabad,COUNTERFEITING,23,F,2,23.0215374,72.5800568
417,18-01-2020,13.59,Thane,SHOPLIFTING,47,F,1,19.1943294,72.9701779
418,18-01-2020,4.50,Delhi,ROBBERY,36,M,3,28.6328027,77.2197713
419,18-01-2020,18.29,Ludhiana,DOMESTIC VIOLENCE,40,M,3,30.9090157,75.851601
420,18-01-2020,23.45,Jaipur,ROBBERY,12,F,3,26.9154576,75.8189817
421,18-01-2020,18.00,Ghaziabad,SEXUAL ASSAULT,66,F,3,28.7749966,77.4586967
422,18-01-2020,17.06,Chennai,BURGLARY,33,F,2,13.0836939,80.270186
423,18-01-2020,3.05,Hyderabad,KIDNAPPING,28,M,3,17.360589,78.4740613
424,18-01-2020,3.08,Mumbai,TRAFFIC VIOLATION,40,F,1,19.054999,72.8692035
425,18-01-2020,3.35,Lucknow,ILLEGAL POSSESSION,45,M,2,26.8381,80.9346001
426,18-01-2020,12.57,Kolkata,CYBERCRIME,73,F,2,22.5726459,88.3638953
427,18-01-2020,12.57,Hyderabad,EXTORTION,29,F,3,17.360589,78.4740613
428,18-01-2020,20.36,Bangalore,FIREARM OFFENSE,33,F,2,12.9767936,77.590082
429,18-01-2020,12.48,Hyderabad,ILLEGAL POSSESSION,16,M,2,17.360589,78.4740613
430,18-01-2020,20.16,Delhi,BURGLARY,46,F,2,28.6328027,77.2197713
431,18-01-2020,5.59,Jaipur,IDENTITY THEFT,14,F,1,26.9154576,75.8189817
432,18-01-2020,8.30,Mumbai,ILLEGAL POSSESSION,76,F,2,19.054999,72.8692035
433,19-01-2020,23.38,Kalyan,BURGLARY,61,M,2,19.2396742,73.1366482
434,19-01-2020,20.58,Jaipur,SEXUAL ASSAULT,45,M,3,26.9154576,75.8189817
435,19-01-2020,5.19,Jaipur,FRAUD,13,F,2,26.9154576,75.8189817
436,19-01-2020,18.52,Delhi,BURGLARY,53,F,2,28.6328027,77.2197713
437,19-01-2020,22.02,Surat,ROBBERY,17,M,3,21.2094892,72.8317058
438,19-01-2020,0.09,Delhi,PUBLIC INTOXICATION,18,F,1,28.6328027,77.2197713
439,19-01-2020,22.48,Delhi,BURGLARY,18,F,2,28.6328027,77.2197713
440,19-01-2020,1.19,Meerut,DRUG OFFENSE,79,F,2,29.0018557,77.7679671
441,19-01-2020,5.16,Mumbai,VANDALISM,28,M,1,19.054999,72.8692035
442,19-01-2020,14.43,Delhi,FIREARM OFFENSE,79,F,2,28.6328027,77.2197713
443,19-01-2020,9.01,Jaipur,SEXUAL ASSAULT,78,F,3,26.9154576,75.8189817
444,19-01-2020,1.54,Nagpur,VEHICLE - STOLEN,22,F,2,21.1498134,79.0820556
445,19-01-2020,8.35,Hyderabad,ILLEGAL POSSESSION,31,F,2,17.360589,78.4740613
446,19-01-2020,20.08,Rajkot,SEXUAL ASSAULT,54,M,3,22.3053263,70.8028377
447,19-01-2020,19.39,Surat,KIDNAPPING,35,F,3,21.2094892,72.8317058
448,19-01-2020,0.49,Chennai,VEHICLE - STOLEN,64,F,2,13.0836939,80.270186
449,19-01-2020,0.04,Pune,COUNTERFEITING,30,F,2,18.5213738,73.8545071
450,19-01-2020,20.37,Delhi,SEXUAL ASSAULT,69,M,3,28.6328027,77.2197713
451,19-01-2020,23.36,Delhi,IDENTITY THEFT,42,F,1,28.6328027,77.2197713
452,19-01-2020,21.05,Bhopal,FIREARM OFFENSE,68,M,2,23.2584857,77.401989
453,19-01-2020,13.06,Kolkata,ROBBERY,55,F,3,22.5726459,88.3638953
454,19-01-2020,21.25,Mumbai,CYBERCRIME,70,F,2,19.054999,72.8692035
455,19-01-2020,16.26,Hyderabad,CYBERCRIME,68,F,2,17.360589,78.4740613
456,19-01-2020,4.20,Jaipur,BURGLARY,56,F,2,26.9154576,75.8189817
457,20-01-2020,3.37,Pune,VANDALISM,62,M,1,18.5213738,73.8545071
458,20-01-2020,16.14,Mumbai,ARSON,62,M,3,19.054999,72.8692035
459,20-01-2020,23.26,Pune,CYBERCRIME,44,F,2,18.5213738,73.8545071
460,20-01-2020,0.18,Surat,COUNTERFEITING,58,M,2,21.2094892,72.8317058
461,20-01-2020,17.47,Kolkata,FRAUD,27,M,2,22.5726459,88.3638953
462,20-01-2020,6.14,Kolkata,SHOPLIFTING,73,F,1,22.5726459,88.3638953
463,20-01-2020,22.13,Visakhapatnam,COUNTERFEITING,54,M,2,17.6935526,83.2921297
464,20-01-2020,2.28,Pune,DOMESTIC VIOLENCE,59,F,3,18.5213738,73.8545071
465,20-01-2020,10.01,Delhi,FRAUD,27,F,2,28.6328027,77.2197713
466,20-01-2020,4.32,Indore,ARSON,53,F,3,22.7203616,75.8681996
467,20-01-2020,16.12,Chennai,FRAUD,39,M,2,13.0836939,80.270186
468,20-01-2020,17.58,Delhi,DRUG OFFENSE,67,F,2,28.6328027,77.2197713
469,20-01-2020,1.02,Patna,ARSON,74,F,3,25.6093239,85.1235252
470,20-01-2020,8.13,Ghaziabad,TRAFFIC VIOLATION,72,F,1,28.7749966,77.4586967
471,20-01-2020,12.35,Pune,COUNTERFEITING,58,M,2,18.5213738,73.8545071
472,20-01-2020,12.36,Kanpur,ILLEGAL POSSESSION,76,F,2,26.4609135,80.3217588
473,20-01-2020,12.11,Ludhiana,PUBLIC INTOXICATION,43,F,1,30.9090157,75.851601
474,20-01-2020,14.29,Nagpur,COUNTERFEITING,45,M,2,21.1498134,79.0820556
475,20-01-2020,21.56,Agra,FIREARM OFFENSE,28,F,2,27.1752554,78.0098161
476,20-01-2020,8.58,Delhi,SEXUAL ASSAULT,67,F,3,28.6328027,77.2197713
477,20-01-2020,13.05,Hyderabad,ROBBERY,47,M,3,17.360589,78.4740613
478,20-01-2020,15.05,Mumbai,BURGLARY,77,F,2,19.054999,72.8692035
479,20-01-2020,1.20,Meerut,SHOPLIFTING,57,M,1,29.0018557,77.7679671
480,20-01-2020,9.13,Kolkata,BURGLARY,54,F,2,22.5726459,88.3638953
481,21-01-2020,21.30,Bangalore,SEXUAL ASSAULT,39,F,3,12.9767936,77.590082
482,21-01-2020,8.40,Ahmedabad,HOMICIDE,12,M,3,23.0215374,72.5800568
483,21-01-2020,11.42,Hyderabad,VEHICLE - STOLEN,24,F,2,17.360589,78.4740613
484,21-01-2020,12.24,Surat,FRAUD,17,M,2,21.2094892,72.8317058
485,21-01-2020,0.18,Hyderabad,TRAFFIC VIOLATION,11,F,1,17.360589,78.4740613
486,21-01-2020,8.40,Ghaziabad,BURGLARY,15,M,2,28.7749966,77.4586967
487,21-01-2020,17.49,Delhi,EXTORTION,48,M,3,28.6328027,77.2197713
488,21-01-2020,5.39,Chennai,CYBERCRIME,32,F,2,13.0836939,80.270186
489,21-01-2020,13.10,Delhi,IDENTITY THEFT,65,M,1,28.6328027,77.2197713
490,21-01-2020,3.22,Mumbai,COUNTERFEITING,21,F,2,19.054999,72.8692035
491,21-01-2020,12.19,Chennai,SHOPLIFTING,60,M,1,13.0836939,80.270186
492,21-01-2020,2.20,Delhi,DRUG OFFENSE,40,F,2,28.6328027,77.2197713
493,21-01-2020,17.40,Ahmedabad,VANDALISM,54,F,1,23.0215374,72.5800568
494,21-01-2020,15.55,Mumbai,VEHICLE - STOLEN,28,F,2,19.054999,72.8692035
495,21-01-2020,8.46,Jaipur,IDENTITY THEFT,63,F,1,26.9154576,75.8189817
496,21-01-2020,16.28,Ludhiana,FIREARM OFFENSE,21,M,2,30.9090157,75.851601
497,21-01-2020,10.45,Kolkata,VEHICLE - STOLEN,75,M,2,22.5726459,88.3638953
498,21-01-2020,23.09,Mumbai,BURGLARY,16,F,2,19.054999,72.8692035
499,21-01-2020,21.14,Bangalore,BURGLARY,31,F,2,12.9767936,77.590082
500,21-01-2020,21.10,Chennai,ARSON,67,F,3,13.0836939,80.270186
501,21-01-2020,8.30,Mumbai,SHOPLIFTING,18,M,1,19.054999,72.8692035
502,21-01-2020,0.42,Bangalore,IDENTITY THEFT,59,F,1,12.9767936,77.590082
503,21-01-2020,20.41,Bangalore,ASSAULT,41,F,3,12.9767936,77.590082
504,21-01-2020,7.27,Pune,SHOPLIFTING,70,F,1,18.5213738,73.8545071
505,22-01-2020,0.46,Nagpur,CYBERCRIME,62,F,2,21.1498134,79.0820556
506,22-01-2020,23.28,Kolkata,HOMICIDE,16,F,3,22.5726459,88.3638953
507,22-01-2020,4.56,Chennai,SEXUAL ASSAULT,32,F,3,13.0836939,80.270186
508,22-01-2020,6.35,Jaipur,COUNTERFEITING,10,F,2,26.9154576,75.8189817
509,22-01-2020,17.15,Delhi,ARSON,48,M,3,28.6328027,77.2197713
510,22-01-2020,20.00,Delhi,DRUG OFFENSE,58,M,2,28.6328027,77.2197713
511,22-01-2020,14.42,Meerut,KIDNAPPING,26,F,3,29.0018557,77.7679671
512,22-01-2020,21.05,Meerut,PUBLIC INTOXICATION,65,F,1,29.0018557,77.7679671
513,22-01-2020,5.41,Jaipur,EXTORTION,71,F,3,26.9154576,75.8189817
514,22-01-2020,22.27,Nashik,COUNTERFEITING,62,M,2,20.0112475,73.7902364
515,22-01-2020,3.59,Jaipur,COUNTERFEITING,43,F,2,26.9154576,75.8189817
516,22-01-2020,3.19,Delhi,FRAUD,69,M,2,28.6328027,77.2197713
517,22-01-2020,22.42,Kalyan,FIREARM OFFENSE,12,F,2,19.2396742,73.1366482
518,22-01-2020,3.41,Bangalore,HOMICIDE,19,F,3,12.9767936,77.590082
519,22-01-2020,20.42,Delhi,FIREARM OFFENSE,26,F,2,28.6328027,77.2197713
520,22-01-2020,16.04,Chennai,SEXUAL ASSAULT,66,F,3,13.0836939,80.270186
521,22-01-2020,18.23,Mumbai,ROBBERY,73,F,3,19.054999,72.8692035
522,22-01-2020,17.48,Meerut,ARSON,61,F,3,29.0018557,77.7679671
523,22-01-2020,22.01,Ludhiana,COUNTERFEITING,64,M,2,30.9090157,75.851601
524,22-01-2020,12.14,Delhi,VEHICLE - STOLEN,34,F,2,28.6328027,77.2197713
525,22-01-2020,0.54,Delhi,SHOPLIFTING,47,F,1,28.6328027,77.2197713
526,22-01-2020,8.08,Hyderabad,HOMICIDE,11,F,3,17.360589,78.4740613
527,22-01-2020,14.41,Lucknow,VANDALISM,14,F,1,26.8381,80.9346001
528,22-01-2020,22.38,Vasai,COUNTERFEITING,38,F,2,19.3428238,72.805441
529,23-01-2020,15.02,Hyderabad,VANDALISM,43,F,1,17.360589,78.4740613
530,23-01-2020,21.54,Bangalore,KIDNAPPING,22,F,3,12.9767936,77.590082
531,23-01-2020,15.30,Ahmedabad,FIREARM OFFENSE,13,M,2,23.0215374,72.5800568
532,23-01-2020,13.37,Visakhapatnam,DOMESTIC VIOLENCE,33,M,3,17.6935526,83.2921297
533,23-01-2020,20.01,Rajkot,HOMICIDE,49,M,3,22.3053263,70.8028377
534,23-01-2020,20.11,Delhi,COUNTERFEITING,74,M,2,28.6328027,77.2197713
535,23-01-2020,2.41,Chennai,VEHICLE - STOLEN,47,F,2,13.0836939,80.270186
536,23-01-2020,11.50,Pune,EXTORTION,68,F,3,18.5213738,73.8545071
537,23-01-2020,12.43,Kolkata,SEXUAL ASSAULT,26,M,3,22.5726459,88.3638953
538,23-01-2020,4.58,Pune,IDENTITY THEFT,34,M,1,18.5213738,73.8545071
539,23-01-2020,22.59,Mumbai,ILLEGAL POSSESSION,52,M,2,19.054999,72.8692035
540,23-01-2020,10.41,Patna,ARSON,59,F,3,25.6093239,85.1235252
541,23-01-2020,22.23,Mumbai,COUNTERFEITING,29,M,2,19.054999,72.8692035
542,23-01-2020,5.28,Delhi,CYBERCRIME,11,M,2,28.6328027,77.2197713
543,23-01-2020,12.14,Ahmedabad,KIDNAPPING,78,F,3,23.0215374,72.5800568
544,23-01-2020,8.10,Jaipur,PUBLIC INTOXICATION,24,F,1,26.9154576,75.8189817
545,23-01-2020,8.17,Ghaziabad,VEHICLE - STOLEN,31,F,2,28.7749966,77.4586967
546,23-01-2020,3.30,Kolkata,BURGLARY,14,F,2,22.5726459,88.3638953
547,23-01-2020,21.27,Mumbai,ILLEGAL POSSESSION,64,M,2,19.054999,72.8692035
548,23-01-2020,22.12,Chennai,ASSAULT,73,F,3,13.0836939,80.270186
549,23-01-2020,15.09,Ludhiana,ASSAULT,48,M,3,30.9090157,75.851601
550,23-01-2020,14.37,Mumbai,FIREARM OFFENSE,30,M,2,19.054999,72.8692035
551,23-01-2020,20.11,Mumbai,ILLEGAL POSSESSION,61,F,2,19.054999,72.8692035
552,23-01-2020,1.00,Ghaziabad,SEXUAL ASSAULT,13,F,3,28.7749966,77.4586967
553,24-01-2020,16.52,Mumbai,ROBBERY,79,F,3,19.054999,72.8692035
554,24-01-2020,16.03,Pune,TRAFFIC VIOLATION,36,M,1,18.5213738,73.8545071
555,24-01-2020,6.09,Ludhiana,KIDNAPPING,11,F,3,30.9090157,75.851601
556,24-01-2020,16.03,Hyderabad,KIDNAPPING,37,M,3,17.360589,78.4740613
557,24-01-2020,20.20,Nagpur,TRAFFIC VIOLATION,43,F,1,21.1498134,79.0820556
558,24-01-2020,15.13,Ludhiana,ROBBERY,51,F,3,30.9090157,75.851601
559,24-01-2020,16.08,Bangalore,ROBBERY,53,F,3,12.9767936,77.590082
560,24-01-2020,7.55,Nagpur,PUBLIC INTOXICATION,71,F,1,21.1498134,79.0820556
561,24-01-2020,17.37,Chennai,VANDALISM,75,M,1,13.0836939,80.270186
562,24-01-2020,4.27,Kolkata,VANDALISM,20,M,1,22.5726459,88.3638953
563,24-01-2020,22.46,Jaipur,SHOPLIFTING,61,F,1,26.9154576,75.8189817
564,24-01-2020,20.17,Mumbai,PUBLIC INTOXICATION,27,M,1,19.054999,72.8692035
565,24-01-2020,6.07,Pune,VANDALISM,63,F,1,18.5213738,73.8545071
566,24-01-2020,0.19,Chennai,KIDNAPPING,48,M,3,13.0836939,80.270186
567,24-01-2020,16.55,Hyderabad,VEHICLE - STOLEN,30,F,2,17.360589,78.4740613
568,24-01-2020,7.20,Kolkata,SEXUAL ASSAULT,73,F,3,22.5726459,88.3638953
569,24-01-2020,14.23,Mumbai,FIREARM OFFENSE,67,F,2,19.054999,72.8692035
570,24-01-2020,11.38,Indore,ASSAULT,10,F,3,22.7203616,75.8681996
571,24-01-2020,14.52,Visakhapatnam,CYBERCRIME,21,F,2,17.6935526,83.2921297
572,24-01-2020,23.58,Bangalore,ARSON,75,F,3,12.9767936,77.590082
573,24-01-2020,4.57,Vasai,VEHICLE - STOLEN,44,F,2,19.3428238,72.805441
574,24-01-2020,14.58,Delhi,DRUG OFFENSE,31,F,2,28.6328027,77.2197713
575,24-01-2020,23.53,Ahmedabad,IDENTITY THEFT,13,F,1,23.0215374,72.5800568
576,24-01-2020,18.54,Varanasi,FIREARM OFFENSE,30,F,2,25.3356491,83.0076292
577,25-01-2020,11.51,Hyderabad,VEHICLE - STOLEN,51,F,2,17.360589,78.4740613
578,25-01-2020,15.38,Mumbai,IDENTITY THEFT,27,F,1,19.054999,72.8692035
579,25-01-2020,23.23,Kanpur,ROBBERY,21,F,3,26.4609135,80.3217588
580,25-01-2020,8.53,Ludhiana,FIREARM OFFENSE,56,F,2,30.9090157,75.851601
581,25-01-2020,0.29,Bangalore,PUBLIC INTOXICATION,72,M,1,12.9767936,77.590082
582,25-01-2020,4.43,Delhi,VANDALISM,69,M,1,28.6328027,77.2197713
583,25-01-2020,18.33,Pune,EXTORTION,13,M,3,18.5213738,73.8545071
584,25-01-2020,0.59,Mumbai,BURGLARY,22,F,2,19.054999,72.8692035
585,25-01-2020,16.48,Ludhiana,DRUG OFFENSE,25,F,2,30.9090157,75.851601
586,25-01-2020,2.35,Agra,PUBLIC INTOXICATION,40,F,1,27.1752554,78.0098161
587,25-01-2020,20.21,Chennai,ARSON,16,F,3,13.0836939,80.270186
588,25-01-2020,4.33,Jaipur,BURGLARY,59,M,2,26.9154576,75.8189817
589,25-01-2020,11.49,Nagpur,SHOPLIFTING,65,F,1,21.1498134,79.0820556
590,25-01-2020,21.28,Jaipur,KIDNAPPING,53,F,3,26.9154576,75.8189817
591,25-01-2020,23.38,Kolkata,IDENTITY THEFT,16,M,1,22.5726459,88.3638953
592,25-01-2020,5.35,Bangalore,ROBBERY,20,F,3,12.9767936,77.590082
593,25-01-2020,14.05,Bangalore,CYBERCRIME,65,F,2,12.9767936,77.590082
594,25-01-2020,2.38,Hyderabad,VEHICLE - STOLEN,24,M,2,17.360589,78.4740613
595,25-01-2020,12.22,Srinagar,EXTORTION,55,F,3,34.0747444,74.8204443
596,25-01-2020,15.56,Bangalore,SHOPLIFTING,11,F,1,12.9767936,77.590082
597,25-01-2020,3.36,Pune,PUBLIC INTOXICATION,12,F,1,18.5213738,73.8545071
598,25-01-2020,11.18,Chennai,TRAFFIC VIOLATION,35,F,1,13.0836939,80.270186
599,25-01-2020,19.04,Bangalore,DOMESTIC VIOLENCE,70,M,3,12.9767936,77.590082
